PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy
FE_LEBT:PM_D0808:XCEN_RD,XCEN,XCEN,readback,71,0.0,FE_LEBT:PM_D0808,10.80244266,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:YCEN_RD,YCEN,YCEN,readback,71,0.0,FE_LEBT:PM_D0808,10.80244266,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:XY_RD,XY,XY,readback,71,0.0,FE_LEBT:PM_D0808,10.80244266,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:CXY_RD,CXY,CXY,readback,71,0.0,FE_LEBT:PM_D0808,10.80244266,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:XRMS_RD,XRMS,XRMS,readback,71,0.0,FE_LEBT:PM_D0808,10.80244266,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:YRMS_RD,YRMS,YRMS,readback,71,0.0,FE_LEBT:PM_D0808,10.80244266,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0808:XYRMS_RD,XYRMS,XYRMS,readback,71,0.0,FE_LEBT:PM_D0808,10.80244266,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:VD_D0812:XCEN_RD,XCEN,XCEN,readback,74,0.0,FE_LEBT:VD_D0812,11.19784123,VD,LIVE,viewer,V1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:VD_D0812:YCEN_RD,YCEN,YCEN,readback,74,0.0,FE_LEBT:VD_D0812,11.19784123,VD,LIVE,viewer,V1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:VD_D0812:XRMS_RD,XRMS,XRMS,readback,74,0.0,FE_LEBT:VD_D0812,11.19784123,VD,LIVE,viewer,V1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:VD_D0812:YRMS_RD,YRMS,YRMS,readback,74,0.0,FE_LEBT:VD_D0812,11.19784123,VD,LIVE,viewer,V1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:FC_D0814:AVG_RD,I,I,readback,77,0.0,FE_LEBT:FC_D0814,11.40612123,FC,LIVE,Faraday cup,FC1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
#FE_LEBT:FC_D0814:VoltageMeasure,V,V,readback,77,0.0,FE_LEBT:FC_D0814,11.40612123,FC,LIVE,Faraday cup,FC1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
